commenter,commenter_city,content,sentiment
去*户,陕西,张导长的特别帅，专业知识过硬，沟通起来也很好，一路带领我们玩的相当快乐！213车的谢师傅开车也特别稳，辛苦2位给我们带来美好的一天，感谢🙏🏻,积极
去*户,陕西,张导一天行程安排的很好，从早上的接人到两个景点的游玩都很好，很满意。其次，张导很幽默，听着他解说很舒服，能清楚的了解每个地方的历史。最后，谢师傅开的车很稳，也很干净，没有车的那股味道。,积极
去*户,广东,陈静导游，真的非常热情，安排的非常周到，非常满意，这次行程很开心,积极
潘*东,陕西,太棒了  太超值了  导游讲解幽默风趣  大巴车平稳,积极
昔*爽,陕西,性价比超高，没有任何隐性消费，不会带你去购物超市，我们的张奔导游，服务热情，讲解通俗易懂，让我们对华清宫跟兵马俑有了一些不一样的认识，有了更深的了解，全程态度超好，我家孩子老人都喜欢这个导游。司机师傅开车也很稳，总之就是超赞👍🏻👍🏻👍🏻,积极
w*5,陕西,景点还是值得去的，就人贼多，拥挤，建议限流提高良好的体验感。另，千万别参加什么免费讲解团，纯属忽悠人，没讲到什么内容，一个劲地推销旅游产品，浪费时间。本来一个半小时的行程，耗掉了三四小时。,积极
去*户,四川,张导人很有亲和力，也有耐心，213司机师傅开车技术也很好一路平稳，一天下来非常愉快，下次来西安还找张导,积极
去*户,云南,兵马俑的规模和细节令人震撼，尤其是1号俑坑的巨大规模，让人感叹古人的智慧和创造力，导游讲解的很清楚。,积极
魏*0,陕西,很不错，给宋导游点赞，熟悉景区，讲解幽默，服务态度很好！,积极
去*户,陕西,第一次来西安这次运气不要太好好，遇到一个博学多才的导游。普通话说得好，吐词清晰，出口成章，一路行来，听他的解说，尤如听着一首优美的诗，一首抒情的曲。,积极
去*户,陕西,整个一日游非常好，导游浩浩既专业又帅，各种文化输出讲解很有场景感，特别是讲解西安事变的时候，很有共情力，强烈推荐！！下次来还找他，体验非常的好！,积极
去*户,陕西,浩浩导游，风趣幽默，行程安排的合情合理，讲解也通俗易懂，讲解的很细致入微，讲解西安事变很多历史书上没有的细节，学到了很多东西，全程没有推销，帮忙避雷了很多商品和店铺，中午的午饭很精致秀气，吃的很安心。,积极
去*户,陕西,华清宫和兵马俑真是一绝！还看了超级震撼的12.12，浩浩导游服务态度也很好，从上车开始介绍景点相关内容，简单易懂，生动有趣，没有强制消费，,积极
去*户,陕西,行程安排非常好，浩浩导游讲解非常精彩，服务到位，中午还安排了不错的饺子餐，一天行程很愉快，下次来西安还会在找你们！,积极
去*户,陕西,挺好的，张倩楠导游讲解的挺有意思，全天下来博物馆也很震撼,积极
去*户,,小田导游特别好，一天都在讲解，，感觉导游黄辛苦，而且服务很好，中午发饮料和矿泉水还有午餐，是我参报团最好吃的一次，复活军团和西安事变很震撼，一天最有感触的地方，总体非常感谢和满意！,积极
去*户,陕西,珠珠导游全程亲力服务，贴心又热情，让我们好好感受了一把陕西人民的热情率直，真诚而有温度，下次希望还能再来感受珠珠导游的服务，值得推荐,积极
去*户,陕西,这次来西安遇到刘导游很开心，在旅游的过程中他耐心，负责，讲解清晰，没有强制性消费，真的超棒，性价比高，行程安排很合理，导游服务态度很好，素质很高，讲解详细，满意的一次出行，无任何额外费用，值得推荐，体验很棒！,积极
f*2,陕西,优秀，可乐，完美，再遇见吧,积极
去*户,山东,在西安的旅途中，尝试一下当地的美酒也是非常不错的选择。西安的黄酒、白酒和果酒等都有着独特的风味和特色，可以让你品尝到不一样的风味。,积极
炎*璃,陕西,很充实的一日游，李辉导游安排的很合理，耐心引导讲解细致，还送了小风扇，自愿观看的复活兵团也是不错的体验，很震撼！,积极
去*户,陕西,感谢李辉导游耐心、周到的服务，天气很热，收获很多，喜欢秦陵兵马俑专业讲解，一天行程很累，感谢导游公司精心赠送的小风扇。,积极
去*户,陕西,行程安排合理，兰导很不错，讲解的很清楚，整个行程下来风趣幽默，非常的舒服。虽然旅途很短暂，但是记忆很深刻！司机大巴车也可以！,积极
去*户,陕西,带着一家老小来西安，报了一日团，价钱非常划算，导游小萌妹妹讲解的非常清楚详细，安排也很到位，很不错的一次旅行,积极
小*0,浙江,不靠谱，讲解服务不到位，每个馆走马观花，基本没什么讲解，逛着竟然去推销卖玉的屋子，导致我们去丽山都没时间。,消极
去*户,陕西,热情 态度好  服务到位,积极
d*1,陕西,全程不用操心，陕西人民很热情，但是吃的伙食不好,积极
郑*郑,山东,真的太震撼了，不虚此行，真的绝！！,积极
去*户,江苏,这个票买的就是骗子，一大早起床结果等到下午才带我们去兵马俑，中途一半的时间都是到其他地方去骗人买其他的票，华清池也是，真的是无语😒,消极
v*0,陕西,导游知识渊博，讲解生动有趣，使我们更深入地了解了兵马俑的历史和文化。兵马俑的规模令人惊叹，每一个雕塑都栩栩如生，令人叹为观止。整个行程安排合理，让我们充分利用了时间，留下了美好的回忆。”,积极
彩*彩,贵州,导游服务热情周到，景点解说详细生动，让我对中国历史有了更深入的了解。整个行程安排合理，让我留下了美好的回忆。值得推荐！,积极
旭*鸿,贵州,和朋友一起来兵马俑一日游，收获满满的回忆和照片！导游服务态度亲切周到，为我们提供了很多帮助和建议。,积极
去*户,陕西,行程安排得紧凑而有序，让我能够充分领略到目的地的美景和文化。导游服务非常出色，讲解详细而生动，让我对景点有了更深入的了解。,积极
q*9,陕西,今天参加的是赵导的团，这个团人数不多，二三十人，而且最关键的是纯玩全程的，只在景区游玩，然后五六点钟就返程了。车子呢？是非常豪华的VIP头等舱座椅。中午吃的是饺子宴，全程非常舒服，导游讲解，非常幽默，推荐大家来参加，赵导的团真的不愧是大卫，导游,积极
h*5,重庆,讲解服务就是多余的，四五十人一个团，又没留电话，只在领了耳机后见过一面，还没进大门都跟丢了，请慎重购买,消极
8*0,山东,感谢导游给我们带来了非常好的体验 我在很多城市也参加过很多一日游的团 陕西这次给我的体验是最好的 导游讲解非常专业 风趣幽默,积极
n*2,江苏,第一次来，幸亏跟团，自己逛的话没头没脑的，这种都安排好的行程适合我，时间充足，拍了很多照片，玩的也非常开心,积极
去*户,广东,行程安排还算比较丰富，全程玩得很开心，导游人都很好，很实在，讲的风土人情都很有意思，总体来说是一次不错的旅行,积极
去*户,江苏,"整个行程安排比较合理，兵马俑-华清池-长恨歌,比较舒适的团，没有额外购物环节，导游的细心照顾好每个团员，讲解的比较细致，结合历史文化和实景的讲解，值得推荐的团。",积极
s*8,江苏,非常震撼，来西安的小伙伴一定要看一次兵马俑，有一种宏伟的感觉，这次跟团导游风趣幽默，各方面安排的面面俱到。一次非常愉快的出行！,积极
去*户,陕西,太赞了 卷卷导游全程讲解细致易懂，早上华清宫，下午兵马俑 ，中餐安排很到位，太满意的一天，辛苦导游小哥哥了,积极
去*户,广东,这次旅游安排的玩的很开心也很充实。整个行程轻松无负担，导游超级亲切，讲解的即生动又专业，体验非常好！,积极
去*户,江苏,如果你有机会，一定要去西安，一定要去兵马俑。因为，它不仅仅是一处景点，它是一次旅行，一次探索，一次发现。它会让你对这个世界有更深的认识，会让你对生命有更深的感,积极
去*户,江苏,在网上看了很多家，最终选择他们家，还是挺不错的，客服很有耐心，跟我聊了很多，也说了当地特色和注意事项，线下接待的导游也很热情大方，在能力范围内关切每个人的感受，体验感超级好，必须给五星,积极
l*7,江苏,秦始皇兵马俑不仅是中国的骄傲，也是全人类共同的瑰宝。它们以精湛的工艺和巨大的规模展现了古代中国人民的智慧和创造力,积极
去*户,江苏,西安的旅游服务也十分优秀。导游们专业知识丰富，热情友好，他们细致入微的讲解让人对西安的历史文化有了更深入的了解。,积极
d*3,江苏,出门旅游找一家靠谱的旅游公司真的非常重要，会决定你的游玩质量和心情，巧了，我运气还不错，选择了一家靠谱的旅行社，全程管家式服务，非常开心,积极
去*户,陕西,行程安排很合理，值得走一趟，-路上能够看到各种不同的风景，到了景点会告诉我们怎么选择合理的游览路线，幸运的是整个旅途中的天气很棒，会是一生美好的回忆~,积极
z*0,陕西,服务周到，讲解详细，很棒,积极
